date_observed,data_sheet,coral_id,type,code,search_term,lowest_level,cafi_size_mm,count,Gravid,notes,worms_id,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species
7/15/22,6,11,echinoderm,ECMA,Echinometra mathaei,species,8,1,,,213383,Echinodermata,Echinozoa,NA,Echinoidea,Euechinoidea,Echinacea,Camarodonta,NA,Echinidea,Odontophora,Echinometridae,NA,Echinometra,Echinometra mathaei
7/15/22,6,11,echinoderm,BRPI,Breviturma pica,species,10,1,,Wasn't Ided initially but I think is faded in the photo,1306674,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Ophiacanthida,Ophiodermatina,NA,Ophiocomoidea,Ophiocomidae,NA,Breviturma,Breviturma pica
7/15/22,6,11,squat_lobster,GAMA,Galathea mauritiana,species,4,3,,,210093,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Galatheidae,NA,Galathea,Galathea mauritiana
7/15/22,6,11,squat_lobster,GAMA,Galathea mauritiana,species,6,1,,,210093,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Galatheoidea,Galatheidae,NA,Galathea,Galathea mauritiana
7/15/22,6,11,fish,PAMO,Paragobiodon modestus,species,14,1,,,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
7/15/22,6,11,fish,PAMO,Paragobiodon modestus,species,12,1,,,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
7/15/22,6,11,fish,PAMO,Paragobiodon modestus,species,10,1,,,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
7/15/22,6,11,shrimp,SYCH,Synalpheus charon,species,14,1,,,210494,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
7/15/22,6,11,shrimp,SYCH,Synalpheus charon,species,8,1,,,210494,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
7/15/22,6,11,fish,EVSP,Eviota,genus,8,1,,,205965,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Eviota,NA
7/15/22,6,11,shrimp,ALLO,Alpheus lottini,species,10,1,,,210544,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
7/15/22,6,11,shrimp,ALLO,Alpheus lottini,species,9,1,,,210544,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
7/15/22,6,11,shrimp,ALLO,Alpheus lottini,species,7,1,,,210544,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
7/15/22,6,11,shrimp,ALLO,Alpheus lottini,species,5,2,,,210544,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
7/15/22,6,11,snail,COMO,Coralliophila monodonta,species,12,6,,,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
7/15/22,6,11,snail,COMO,Coralliophila monodonta,species,8,8,,,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
7/15/22,6,11,snail,COMO,Coralliophila monodonta,species,5,9,,,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
7/15/22,6,11,snail,COMO,Coralliophila monodonta,species,4,5,,,549942,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
7/15/22,6,11,fish,DAFL,Dascyllus flavicaudus,species,60,1,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,11,fish,DAFL,Dascyllus flavicaudus,species,45,1,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,11,fish,DAFL,Dascyllus flavicaudus,species,43,1,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,11,fish,DAFL,Dascyllus flavicaudus,species,37,1,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,11,fish,DAFL,Dascyllus flavicaudus,species,34,1,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,11,fish,DAFL,Dascyllus flavicaudus,species,17,1,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,11,fish,DAFL,Dascyllus flavicaudus,species,9,2,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,10,fish,DAFL,Dascyllus flavicaudus,species,22,4,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,10,fish,DAFL,Dascyllus flavicaudus,species,26,2,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,10,fish,DAFL,Dascyllus flavicaudus,species,31,1,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,10,fish,DAFL,Dascyllus flavicaudus,species,17,5,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,10,fish,DAFL,Dascyllus flavicaudus,species,14,2,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,10,fish,DAFL,Dascyllus flavicaudus,species,11,3,,,278450,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Pomacentridae,NA,Dascyllus,Dascyllus flavicaudus
7/15/22,6,10,fish,PALA,Paragobiodon lacunicolus,species,8,2,,Panda fish,219536,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon lacunicolus
7/15/22,6,10,fish,PAMO,Paragobiodon modestus,species,12,1,,,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
7/15/22,6,10,fish,PAMO,Paragobiodon modestus,species,13,1,,,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
7/15/22,6,10,fish,PAMO,Paragobiodon modestus,species,8,1,,,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
7/15/22,6,10,fish,PAMO,Paragobiodon modestus,species,9,1,,,219538,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
7/15/22,6,10,fish,HATR,Halichoeres trimaculatus,species,15,1,,,275804,Chordata,Vertebrata,0,0,0,0,0,0,0,0,0,0,0,0
7/15/22,6,10,fish,GOUN,Gobiodon unicolor,species,8,1,,,276935,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Gobiodon,Gobiodon unicolor
7/15/22,6,10,crab,TRBI,Trapezia bidentata,species,12,1,N,,443875,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
7/15/22,6,10,crab,TRBI,Trapezia bidentata,species,13,1,Y,,443875,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
7/15/22,6,10,shrimp,HASP,Harpiliopsis spinigera,species,9,3,,,,,,,,,,,,,,,,,
7/15/22,6,10,shrimp,HASP,Harpiliopsis spinigera,species,7,1,,,,,,,,,,,,,,,,,
7/15/22,6,10,shrimp,SYCH,Synalpheus charon,species,9,1,,,,,,,,,,,,,,,,,
7/15/22,6,10,shrimp,ALLO,Alpheus lottini,species,17,1,,,,,,,,,,,,,,,,,
7/15/22,6,10,shrimp,ALLO,Alpheus lottini,species,15,1,,,,,,,,,,,,,,,,,
7/15/22,6,10,shrimp,ALLO,Alpheus lottini,species,8,1,,,,,,,,,,,,,,,,,
7/15/22,6,10,shrimp,ALLO,Alpheus lottini,species,4,1,,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRAR,Trapezia areolata,species,5,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRBE,Trapezia bella,species,7,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRBE,Trapezia bella,species,8,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRSE,Trapezia serenei,species,8,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRSE,Trapezia serenei,species,5,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRSE,Trapezia serenei,species,7,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRSE,Trapezia serenei,species,8,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRSE,Trapezia serenei,species,5,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRSE,Trapezia serenei,species,4,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRSE,Trapezia serenei,species,5,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRSE,Trapezia serenei,species,4,1,N,,,,,,,,,,,,,,,,
7/15/22,6,10,crab,TRSE,Trapezia serenei,species,2.5,6,N,,,,,,,,,,,,,,,,
7/15/22,8,10,echinoderm,BRPI,Breviturma pica,species,4,1,,,,,,,,,,,,,,,,,
7/15/22,8,10,hermit,CALT,Calcinus latens,species,19,3,,,,,,,,,,,,,,,,,
7/15/22,8,10,hermit,CALT,Calcinus latens,species,15,1,,,,,,,,,,,,,,,,,
7/15/22,8,10,hermit,CALT,Calcinus latens,species,11,4,,,,,,,,,,,,,,,,,
7/15/22,8,10,snail,COMO,Coralliophila monodonta,species,10,1,,,,,,,,,,,,,,,,,
7/15/22,8,10,snail,COMO,Coralliophila monodonta,species,6,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAFL,Dascyllus flavicaudus,species,49,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAFL,Dascyllus flavicaudus,species,45,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAFL,Dascyllus flavicaudus,species,39,4,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAFL,Dascyllus flavicaudus,species,36,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAFL,Dascyllus flavicaudus,species,31,2,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAFL,Dascyllus flavicaudus,species,24,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAFL,Dascyllus flavicaudus,species,21,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAFL,Dascyllus flavicaudus,species,15,5,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAFL,Dascyllus flavicaudus,species,13,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,DAAR,Dascyllus aruanus,species,11,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,shrimp,SYCH,Synalpheus charon,species,11,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,shrimp,SYCH,Synalpheus charon,species,8,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,shrimp,ALLO,Alpheus lottini,species,14,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,shrimp,ALLO,Alpheus lottini,species,8,2,,,,,,,,,,,,,,,,,
7/15/22,8,7,shrimp,ALLO,Alpheus lottini,species,7,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,squat_lobster,GAMA,Galathea mauritiana,species,7,2,,,,,,,,,,,,,,,,,
7/15/22,8,7,crab,TRSE,Trapezia serenei,species,9,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,crab,TRSE,Trapezia serenei,species,8,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,crab,TRSE,Trapezia serenei,species,3,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,crab,TRSE,Trapezia serenei,species,2,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,fish,PAMO,Paragobiodon modestus,species,15,2,,,,,,,,,,,,,,,,,
7/15/22,8,7,hermit,CALT,Calcinus latens,species,18,4,,,,,,,,,,,,,,,,,
7/15/22,8,7,hermit,CALT,Calcinus latens,species,15,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,hermit,CALT,Calcinus latens,species,14,2,,,,,,,,,,,,,,,,,
7/15/22,8,7,hermit,CALT,Calcinus latens,species,7,1,,,,,,,,,,,,,,,,,
7/15/22,8,7,snail,COMO,Coralliophila monodonta,species,13,2,,,,,,,,,,,,,,,,,
7/15/22,8,7,snail,COMO,Coralliophila monodonta,species,7,10,,,,,,,,,,,,,,,,,
7/15/22,8,7,snail,COMO,Coralliophila monodonta,species,6,6,,,,,,,,,,,,,,,,,
7/15/22,8,7,snail,COMO,Coralliophila monodonta,species,6,2,,,,,,,,,,,,,,,,,
7/15/22,8,7,snail,COMO,Coralliophila monodonta,species,3,3,,,,,,,,,,,,,,,,,
7/15/22,8,7,shrimp,HASP,Harpiliopsis spinigera,species,11,11,,,,,,,,,,,,,,,,,
7/15/22,8,7,shrimp,HASP,Harpiliopsis spinigera,species,6,3,,,,,,,,,,,,,,,,,
7/15/22,8,7,crab,TRGU,Trapezia guttata,species,5,1,N,,,,,,,,,,,,,,,,
7/15/22,8,8,hermit,CALT,Calcinus latens,species,26,1,,,,,,,,,,,,,,,,,
7/15/22,8,8,hermit,CALT,Calcinus latens,species,21,8,,,,,,,,,,,,,,,,,
7/15/22,8,8,hermit,CALT,Calcinus latens,species,18,3,,,,,,,,,,,,,,,,,
7/15/22,8,8,hermit,CALT,Calcinus latens,species,9,1,,,,,,,,,,,,,,,,,
7/15/22,8,8,hermit,CALT,Calcinus latens,species,24,1,,,,,,,,,,,,,,,,,
7/15/22,8,8,fish,DAAR,Dascyllus aruanus,species,12,1,,,,,,,,,,,,,,,,,
7/15/22,8,8,fish,DAAR,Dascyllus aruanus,species,7,1,,,,,,,,,,,,,,,,,
7/15/22,8,8,shrimp,HASP,Harpiliopsis spinigera,species,9,2,,,,,,,,,,,,,,,,,
7/15/22,8,8,fish,DAFL,Dascyllus flavicaudus,species,43,1,,,,,,,,,,,,,,,,,
7/15/22,8,8,fish,DAFL,Dascyllus flavicaudus,species,31,2,,,,,,,,,,,,,,,,,
7/15/22,8,8,fish,DAFL,Dascyllus flavicaudus,species,38,2,,,,,,,,,,,,,,,,,
7/15/22,8,8,fish,DAFL,Dascyllus flavicaudus,species,17,2,,,,,,,,,,,,,,,,,
7/15/22,8,8,fish,DAFL,Dascyllus flavicaudus,species,8,5,,,,,,,,,,,,,,,,,
7/15/22,8,8,crab,TRSE,Trapezia serenei,species,11,1,Y,,,,,,,,,,,,,,,,
7/15/22,8,8,crab,TRSE,Trapezia serenei,species,10,1,N,,,,,,,,,,,,,,,,
7/15/22,8,8,crab,TRSE,Trapezia serenei,species,6,1,N,,,,,,,,,,,,,,,,
7/15/22,8,8,squat_lobster,GAMA,Galathea mauritiana,species,5,2,,,,,,,,,,,,,,,,,
7/15/22,8,8,squat_lobster,GAMA,Galathea mauritiana,species,4,4,,,,,,,,,,,,,,,,,
7/15/22,8,8,shrimp,SYCH,Synalpheus charon,species,10,1,,,,,,,,,,,,,,,,,
7/15/22,8,8,shrimp,SYCH,Synalpheus charon,species,8,1,,,,,,,,,,,,,,,,,
7/15/22,8,8,fish,PAMO,Paragobiodon modestus,species,11,2,,,,,,,,,,,,,,,,,
7/15/22,8,8,snail,COMO,Coralliophila monodonta,species,14,1,,,,,,,,,,,,,,,,,
7/15/22,8,9,hermit,CALT,Calcinus latens,species,22,1,,,,,,,,,,,,,,,,,
7/15/22,8,9,hermit,CALT,Calcinus latens,species,21,1,,,,,,,,,,,,,,,,,
7/15/22,8,9,hermit,CALT,Calcinus latens,species,19,3,,,,,,,,,,,,,,,,,
7/15/22,8,9,hermit,CALT,Calcinus latens,species,15,1,,,,,,,,,,,,,,,,,
7/15/22,8,9,shrimp,HASP,Harpiliopsis spinigera,species,11,2,,,,,,,,,,,,,,,,,
7/15/22,8,9,shrimp,HASP,Harpiliopsis spinigera,species,8,2,,,,,,,,,,,,,,,,,
7/15/22,8,9,shrimp,HASP,Harpiliopsis spinigera,species,7,1,,,,,,,,,,,,,,,,,
7/15/22,8,9,shrimp,SYCH,Synalpheus charon,species,12,1,,,,,,,,,,,,,,,,,
7/15/22,8,9,shrimp,SYCH,Synalpheus charon,species,10,1,,,,,,,,,,,,,,,,,
7/15/22,8,9,shrimp,ALLO,Alpheus lottini,species,8,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,GOUN,Gobiodon unicolor,species,6,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,squat_lobster,GAMA,Galathea mauritiana,species,6,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,squat_lobster,GAMA,Galathea mauritiana,species,4,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,PAMO,Paragobiodon modestus,species,14,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,PAMO,Paragobiodon modestus,species,13,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,PAMO,Paragobiodon modestus,species,10,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,PAMO,Paragobiodon modestus,species,8,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,crab,TRSE,Trapezia serenei,species,10,1,Y,,,,,,,,,,,,,,,,
7/15/22,9,9,crab,TRSE,Trapezia serenei,species,8,1,N,,,,,,,,,,,,,,,,
7/15/22,9,9,crab,TRSE,Trapezia serenei,species,4,1,N,,,,,,,,,,,,,,,,
7/15/22,9,9,crab,TRSE,Trapezia serenei,species,3,1,N,,,,,,,,,,,,,,,,
7/15/22,9,9,crab,TRSE,Trapezia serenei,species,2,1,N,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,DAAR,Dascyllus aruanus,species,15,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,snail,COMO,Coralliophila monodonta,species,10,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,DAFL,Dascyllus flavicaudus,species,34,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,DAFL,Dascyllus flavicaudus,species,22,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,DAFL,Dascyllus flavicaudus,species,18,1,,,,,,,,,,,,,,,,,
7/15/22,9,9,fish,DAFL,Dascyllus flavicaudus,species,9,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,snail,COMO,Coralliophila monodonta,species,12,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,snail,COMO,Coralliophila monodonta,species,3,4,,,,,,,,,,,,,,,,,
7/16/22,9,15,snail,COMO,Coralliophila monodonta,species,2.5,2,,,,,,,,,,,,,,,,,
7/16/22,9,15,crab,TRSE,Trapezia serenei,species,10,1,Y,,,,,,,,,,,,,,,,
7/16/22,9,15,crab,TRSE,Trapezia serenei,species,10,1,N,,,,,,,,,,,,,,,,
7/16/22,9,15,crab,TRSE,Trapezia serenei,species,7,2,N,,,,,,,,,,,,,,,,
7/16/22,9,15,crab,TRSE,Trapezia serenei,species,6,1,N,,,,,,,,,,,,,,,,
7/16/22,9,15,crab,TRSE,Trapezia serenei,species,5,4,N,,,,,,,,,,,,,,,,
7/16/22,9,15,crab,TRSE,Trapezia serenei,species,3,4,N,,,,,,,,,,,,,,,,
7/16/22,9,15,shrimp,HASP,Harpiliopsis spinigera,species,6,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,shrimp,SYCH,Synalpheus charon,species,12,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,shrimp,ALLO,Alpheus lottini,species,8,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,echinoderm,ECMA,Echinometra mathaei,species,14,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,echinoderm,ECMA,Echinometra mathaei,species,6,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,fish,HATR,Halichoeres trimaculatus,species,16,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,squat_lobster,GAMA,Galathea mauritiana,species,5,4,,,,,,,,,,,,,,,,,
7/16/22,9,15,squat_lobster,GAMA,Galathea mauritiana,species,6,2,,,,,,,,,,,,,,,,,
7/16/22,9,15,squat_lobster,GAMA,Galathea mauritiana,species,4,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,fish,PAMO,Paragobiodon modestus,species,14,3,,,,,,,,,,,,,,,,,
7/16/22,9,15,fish,PAMO,Paragobiodon modestus,species,8,2,,,,,,,,,,,,,,,,,
7/16/22,9,15,fish,PAMO,Paragobiodon modestus,species,6,2,,,,,,,,,,,,,,,,,
7/16/22,9,15,fish,DAFL,Dascyllus flavicaudus,species,16,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,hermit,CALT,Calcinus latens,species,27,2,,,,,,,,,,,,,,,,,
7/16/22,9,15,hermit,CALT,Calcinus latens,species,23,3,,,,,,,,,,,,,,,,,
7/16/22,9,15,hermit,CALT,Calcinus latens,species,13,1,,,,,,,,,,,,,,,,,
7/16/22,9,15,hermit,CALT,Calcinus latens,species,6,4,,,,,,,,,,,,,,,,,
7/16/22,9,16,hermit,CALT,Calcinus latens,species,28,1,,,,,,,,,,,,,,,,,
7/16/22,9,16,hermit,CALT,Calcinus latens,species,26,2,,,,,,,,,,,,,,,,,
7/16/22,9,16,hermit,CALT,Calcinus latens,species,23,10,,,,,,,,,,,,,,,,,
7/16/22,9,16,hermit,CALT,Calcinus latens,species,9,6,,,,,,,,,,,,,,,,,
7/16/22,9,16,hermit,CALT,Calcinus latens,species,6,2,,,,,,,,,,,,,,,,,
7/16/22,9,16,fish,PAMO,Paragobiodon modestus,species,18,1,,,,,,,,,,,,,,,,,
7/16/22,9,16,fish,PAMO,Paragobiodon modestus,species,16,1,,,,,,,,,,,,,,,,,
7/16/22,9,16,fish,PAMO,Paragobiodon modestus,species,12,1,,,,,,,,,,,,,,,,,
7/16/22,9,16,fish,PAMO,Paragobiodon modestus,species,9,4,,,,,,,,,,,,,,,,,
7/16/22,9,16,squat_lobster,GAMA,Galathea mauritiana,species,7,4,,,,,,,,,,,,,,,,,
7/16/22,9,16,squat_lobster,GAMA,Galathea mauritiana,species,5,3,,,,,,,,,,,,,,,,,
7/16/22,9,16,shrimp,ALLO,Alpheus lottini,species,12,1,,,,,,,,,,,,,,,,,
7/16/22,9,16,shrimp,SYCH,Synalpheus charon,species,12,1,,,,,,,,,,,,,,,,,
7/16/22,9,16,shrimp,SYCH,Synalpheus charon,species,8,1,,,,,,,,,,,,,,,,,
7/16/22,9,16,shrimp,HASP,Harpiliopsis spinigera,species,8,4,,,,,,,,,,,,,,,,,
7/16/22,9,16,crab,TRSE,Trapezia serenei,species,12,1,Y,,,,,,,,,,,,,,,,
7/16/22,9,16,crab,TRSE,Trapezia serenei,species,10,1,N,,,,,,,,,,,,,,,,
7/16/22,9,16,crab,TRSE,Trapezia serenei,species,7,1,N,,,,,,,,,,,,,,,,
7/16/22,9,16,crab,TRBI,Trapezia bidentata,species,5,1,,,,,,,,,,,,,,,,,
7/16/22,9,16,crab,TEOC,Tetralia ocucaerulea,species,6,2,,,,,,,,,,,,,,,,,
7/16/22,10,16,fish,DAFL,Dascyllus flavicaudus,species,59,1,,,,,,,,,,,,,,,,,
7/16/22,10,16,fish,DAFL,Dascyllus flavicaudus,species,52,1,,,,,,,,,,,,,,,,,
7/16/22,10,16,fish,DAFL,Dascyllus flavicaudus,species,47,2,,,,,,,,,,,,,,,,,
7/16/22,10,16,fish,DAFL,Dascyllus flavicaudus,species,44,4,,,,,,,,,,,,,,,,,
7/16/22,10,16,fish,DAFL,Dascyllus flavicaudus,species,34,2,,,,,,,,,,,,,,,,,
7/16/22,10,16,fish,DAFL,Dascyllus flavicaudus,species,24,1,,,,,,,,,,,,,,,,,
7/16/22,10,16,fish,DAFL,Dascyllus flavicaudus,species,19,1,,,,,,,,,,,,,,,,,
7/16/22,10,16,snail,COMO,Coralliophila monodonta,species,26,1,,,,,,,,,,,,,,,,,
7/16/22,10,16,snail,COMO,Coralliophila monodonta,species,14,2,,,,,,,,,,,,,,,,,
7/16/22,10,16,snail,COMO,Coralliophila monodonta,species,10,4,,,,,,,,,,,,,,,,,
7/16/22,10,16,snail,COMO,Coralliophila monodonta,species,11,4,,,,,,,,,,,,,,,,,
7/16/22,10,16,snail,COMO,Coralliophila monodonta,species,6,7,,,,,,,,,,,,,,,,,
7/16/22,10,16,snail,COMO,Coralliophila monodonta,species,6,5,,,,,,,,,,,,,,,,,
7/16/22,10,16,snail,COMO,Coralliophila monodonta,species,4,5,,,,,,,,,,,,,,,,,
7/16/22,10,13,snail,COMO,Coralliophila monodonta,species,10,3,,,,,,,,,,,,,,,,,
